wavelength,day1,day2,day3,day4,day5,day6
925,41.68405151,42.86104584,42.77124023,42.68265533,42.39809418,40.38214111
924,41.79846191,42.93798447,42.81513214,42.7142601,42.44451904,40.48773575
923,41.83817673,43.03977585,42.96373367,42.80598068,42.56188965,40.54752731
922,42.0684967,43.21992874,43.11543274,43.1439209,42.77674103,40.74238205
921,42.1713295,43.35937881,43.21799088,43.20640945,42.86394119,40.80294037
920,42.28890991,43.42190552,43.31998444,43.24664688,42.98717499,40.9156456
919,42.41777802,43.62260056,43.44332504,43.28553772,43.02131271,41.12610626
918,42.41031647,43.64929581,43.52978516,43.42123032,43.19303513,41.18895721
917,42.57552338,43.7717247,43.69056702,43.53589249,43.31141663,41.35322571
916,42.68454361,43.86373901,43.67272568,43.6254158,43.32851028,41.32076645
915,42.75944901,43.92198181,43.82265091,43.60404205,43.48717117,41.34920502
914,42.82936096,43.85711288,43.7968483,43.75596237,43.43559265,41.32843018
913,42.91652298,43.92152786,43.86980057,43.82231903,43.53290558,41.53392029
912,42.89635086,44.08185196,43.96979523,43.83354187,43.53055191,41.61728287
911,42.9321022,44.06650162,43.9826889,43.9053421,43.59557343,41.65473557
910,42.92939377,44.14009857,44.06080627,43.90384674,43.70617676,41.71362686
909,43.07291794,44.2438736,44.14362717,44.01944733,43.7501564,41.6544838
908,43.12146378,44.18833542,44.18349457,43.97774887,43.83744812,41.78592682
907,43.20465851,44.43398285,44.3355751,44.17618942,43.95746231,41.87984085
906,43.15550995,44.28500748,44.19598007,44.11576843,43.69826889,41.79866409
905,43.14455032,44.35531616,44.12852859,44.16991043,43.71763229,41.82484818
904,43.1605835,44.3686409,44.24219894,44.21740341,43.9189415,41.91543961
903,43.2387619,44.36165237,44.38069153,44.20503616,43.91399384,41.96109772
902,43.3122406,44.42103577,44.40768433,44.31048584,43.95050812,41.84200668
901,43.2657814,44.3794136,44.37627792,44.20628357,43.9908905,41.92862701
900,43.21796417,44.446064,44.30685806,44.24407959,44.02547073,42.05263138
899,43.28797531,44.35969543,44.32336807,44.25054932,43.96592712,42.0290451
898,43.34413528,44.49170685,44.51105499,44.28373718,44.07461929,42.03379059
897,43.36920929,44.39073944,44.32263565,44.29214859,44.0141449,42.04389572
896,43.31757736,44.63272858,44.64222336,44.365242,44.04206467,42.18468475
895,43.37513733,44.55764771,44.51784515,44.36872101,44.05722046,42.06609726
894,43.39094925,44.4829216,44.53801346,44.38535309,44.18722153,42.10997009
893,43.31048584,44.46587753,44.48445511,44.37870789,43.99752808,42.1699295
892,43.26794815,44.49715424,44.5059166,44.30126953,43.94927216,42.26787949
891,43.31785965,44.51023483,44.54207611,44.46474457,44.13452911,41.9800148
890,43.34402847,44.63177109,44.62236786,44.52077103,44.14113235,42.15042877
889,43.46378326,44.66103745,44.62896347,44.52692032,44.34047699,42.17873764
888,43.56822205,44.760849,44.7838974,44.59311295,44.41474533,42.29702759
887,43.51709366,44.95415878,44.72336578,44.67069244,44.35207748,42.40051651
886,43.75867081,45.11524582,44.82399368,44.7608223,44.48937225,42.37266922
885,43.74462891,45.05729675,44.86563873,44.89507675,44.55060196,42.2872467
884,43.96048355,45.02843857,44.99468613,44.80220795,44.62782288,42.64993668
883,43.88064575,44.99808884,44.96850204,44.73873901,44.67868423,42.61479187
882,43.8825798,45.17271805,45.09394455,45.00779724,44.68736267,42.66659546
881,44.09624481,45.35523987,45.18416214,44.95756912,44.69082642,42.82141876
880,44.15552139,45.46148682,45.12604523,45.14283752,44.70375443,42.64447784
879,44.03111649,45.32897186,45.43743134,45.21208954,44.89413834,42.95549011
878,44.05475616,45.37671661,45.15133667,44.92310715,44.83628845,42.89258957
877,44.06983566,45.62690735,45.41814041,45.25657272,45.01814651,43.04003525
876,44.27958298,45.62873077,45.26631546,45.41394043,45.03167725,43.00849152
875,44.29398727,45.41432571,45.58069611,45.3009491,45.20426559,43.01761627
874,44.330513,45.72600174,45.59743881,45.45646286,45.18474579,43.13217545
873,44.50355911,45.70537949,45.73448563,45.67512131,45.23376465,43.18287277
872,44.53739166,45.68028259,45.50511551,45.60739136,45.28245163,43.39713669
871,44.41757584,45.57468414,45.42720795,45.46863937,45.16038513,43.18962097
870,44.45746994,45.70538712,45.71205521,45.45947647,45.37149048,43.36172867
869,44.63396072,45.96300507,45.70161438,45.4728508,45.40951538,43.46496964
868,44.79384995,46.18539429,46.00880051,45.9131813,45.44623566,43.73875427
867,44.72786331,46.33880997,45.89562988,45.98839188,45.60024261,43.62804413
866,44.8671608,45.96036911,45.93691635,45.9789772,45.78413391,43.4790802
865,44.7021637,45.78389359,45.83281326,46.02954102,45.61898804,43.31217957
864,45.06536865,46.135849,46.01610565,45.95644379,45.651577,43.71212387
863,44.88794708,46.10773849,46.27105713,46.01140213,45.70938492,43.65206909
862,44.74224472,46.27681732,46.08387756,45.98826218,45.68600845,43.58640289
861,45.13573837,46.20253754,46.31063843,45.97956467,45.80413055,43.75073242
860,44.96837997,46.2154007,46.36679459,46.23868179,45.56167603,44.14477539
859,45.29347992,46.47250748,46.36626434,46.00455093,45.83027267,43.83829117
858,44.76762772,46.15095139,46.32483673,45.88856888,46.01632309,43.95738602
857,44.94939423,46.37902451,46.18089294,46.3644104,45.94961166,43.84767151
856,45.12576294,46.22676086,46.0694809,46.15529633,45.60458374,43.89115143
855,44.84246063,46.37452316,45.95011902,46.17429352,45.74489975,43.97280502
854,44.96675873,46.10645294,46.27517319,46.29834747,45.76583099,43.68688583
853,44.83124924,46.30672073,46.17393494,46.26678085,45.86434174,43.50751877
852,45.21720886,46.66096878,46.42490768,46.41216278,46.01430511,43.97110367
851,45.08262253,46.43969727,46.64263916,46.56064987,46.03285217,44.19605637
850,44.94832611,46.28488159,46.45286942,46.12837601,45.9901123,44.15447998
849,45.19866943,46.60881042,46.68745804,46.22239304,46.38653183,44.23896408
848,44.91491318,46.72300339,46.38130188,46.06983566,46.06142807,44.14884567
847,45.30947113,46.32219696,46.44462585,46.38999557,45.96424866,43.81110001
846,45.247715,46.67684937,46.65847015,46.24111938,46.41589355,44.08406067
845,45.2625351,46.79868698,46.61593246,46.46020889,46.13913727,43.87752151
844,45.13019562,46.14229202,46.42734909,46.37983704,46.1354866,44.07474518
843,45.09098053,46.55034637,46.36362457,46.83034897,46.280159,43.87791824
842,44.96242523,46.48775101,46.24597931,46.41913986,45.64227676,44.07014847
841,45.41953659,46.73765945,46.36058044,46.28687668,46.54895782,44.04149246
840,45.04685211,46.78288651,46.72085571,46.16373062,46.23960114,44.25958633
839,44.9920578,46.4355011,46.12952423,46.29815292,45.91732788,43.98195267
838,44.88705444,46.39780045,46.6182518,46.29935455,45.80099106,43.9367485
837,44.75376511,46.48688889,46.17047119,46.30755615,45.75107956,44.18257904
836,45.09328461,46.50116348,46.15209961,46.00408554,45.99518204,44.19602203
835,45.12107849,46.2232666,46.30637741,46.2766304,45.86806107,44.17980957
834,45.32213974,46.04631424,46.43095016,46.82996368,46.22516632,44.39022446
833,45.09057236,46.71269226,46.5941925,46.53173828,46.31906128,44.03697968
832,45.07805252,46.18764496,46.56289673,45.95584106,45.48325729,43.83934402
831,45.33506393,46.70805359,46.95523834,46.34463501,46.48985291,44.30979156
830,44.91339493,46.93735886,46.55570221,46.92770386,46.02450943,44.08522034
829,45.33866119,46.50610733,46.9817276,46.73112106,46.40729523,44.80695343
828,44.88733292,46.26389694,46.11063385,46.40701294,45.91231155,44.16480255
827,45.85938263,47.13327026,46.96007156,46.7016716,46.44671249,44.72554779
826,45.34839249,46.6449852,45.9740715,46.41600418,46.03045654,44.53493118
825,45.28764725,47.09468079,46.85962296,46.5296402,46.22464371,44.82356262
824,44.95933533,46.49891663,46.76137543,46.07923889,46.40629196,43.80769348
823,45.55904388,46.93675232,46.66574478,46.47892761,45.98612976,44.23891068
822,45.5878334,46.89844131,46.88272476,46.84741974,47.02436066,45.09523392
821,45.06188965,46.68382263,46.88450241,46.46209717,46.28031158,44.64574051
820,45.19123077,47.00566101,46.20682907,46.61961746,46.11355209,43.93494797
819,45.93642807,46.64019775,47.19877625,47.16989899,46.65263748,44.59996033
818,44.97716904,46.91320419,46.92872238,47.08885956,47.00457001,44.54831314
817,46.06884003,47.24486923,46.79484177,47.05472946,46.83384323,44.81129456
816,45.62994385,46.95657349,46.68684387,47.18282318,46.5222702,44.53590012
815,45.51111603,47.44523239,47.17768097,47.20827103,46.77623367,44.71088791
814,45.70015717,47.66886902,47.2141037,46.91979218,46.85233688,44.51734543
813,46.39116287,47.27328491,47.61339569,46.48492813,46.99575424,44.62873459
812,46.06206131,47.87631226,48.01106644,47.66606522,47.19200516,45.27000046
811,45.72303772,46.94843292,47.07703781,46.54020309,46.56507492,44.95204544
810,45.89318466,47.15197372,47.10870743,47.6311264,46.70249176,44.67948914
809,45.21015167,47.38580322,46.97181702,47.35062027,46.68401337,44.77461243
808,46.3550148,47.64118195,48.13151932,47.76444626,46.81165695,45.65979767
807,45.38185501,47.18241501,47.24428558,46.89938736,46.89524078,44.68771744
806,45.96827698,47.89529419,47.87784576,47.66138077,47.12558746,45.42376709
805,46.94345856,48.25013733,48.13898849,47.30435181,48.158638,45.41294098
804,45.8906517,47.2314415,47.26727295,46.91664124,46.70904541,45.1736145
803,45.85789871,47.45678711,48.07552338,47.19977188,46.57732391,44.97103882
802,45.4643364,47.55514526,46.70992661,46.81002808,46.80827713,44.32727051
801,46.33729553,47.3521843,47.85992813,47.13802338,47.31858826,45.06498718
800,45.94457245,47.73733902,47.51418686,47.18984604,46.6553688,45.54934311
799,47.48298264,49.11455154,49.26040649,49.1252327,48.7007103,46.76089096
798,47.46915817,49.1855545,49.22523117,49.13562393,48.65538025,46.86682129
797,47.34222412,49.21040344,49.1881218,49.16434479,48.65954971,46.85939407
796,47.61101913,49.26446533,49.37668991,49.086483,48.73639297,46.84860229
795,47.58920288,49.38787842,49.37476349,49.21305847,48.82078934,46.78824234
794,47.45091629,49.09603882,49.30214691,49.07837296,48.65502548,46.93117523
793,47.48933029,49.27650452,49.42206573,49.0630722,48.79867172,46.89025497
792,47.41161346,49.03480148,49.16286087,49.11703491,48.67001343,46.76617813
791,47.38603973,49.24570847,49.25642776,49.12265015,48.77807999,46.73601532
790,47.36763,49.27290726,49.383255,49.05887222,48.7147522,46.91540909
789,47.44427109,49.21799469,49.28952408,49.02734375,48.75390625,46.83436203
788,47.47228622,49.13083267,49.29042816,49.11042404,48.64742279,46.81257629
787,47.47175598,49.20770645,49.30157471,49.11517715,48.82722473,46.88503265
786,47.44756699,49.18426895,49.37644577,49.15548706,48.77849197,46.90477371
785,47.35843277,49.32602692,49.21741104,49.16864395,48.76318359,46.93635559
784,47.4292717,49.21395111,49.37782288,49.30731201,48.75378418,46.89088058
783,47.4652977,49.30573654,49.29801178,49.13069916,48.8014679,46.98271561
782,47.44127274,49.3543396,49.41972351,49.12156677,48.67199707,46.8753891
781,47.58611679,49.45146942,49.39243317,49.22062683,48.79811096,47.0133667
780,47.42469788,49.30180359,49.26412582,49.13617706,48.75799942,46.82304382
779,47.46222305,49.34884262,49.32159042,49.12531281,48.79234314,47.03231049
778,47.40604019,49.26194382,49.35798264,49.12212753,48.71878815,46.8419075
777,47.38230896,49.23167038,49.24639511,49.12996292,48.63976288,46.82537079
776,47.33895874,49.25870132,49.28118515,49.1229248,48.70390701,46.89358139
775,47.45446396,49.18032074,49.30712128,49.18990326,48.75617981,46.88290405
774,47.40008545,49.32644653,49.26188278,49.17077637,48.71743011,46.90265656
773,47.37047958,49.3059082,49.37984085,49.16304016,48.84008789,46.94857788
772,47.3789444,49.22223282,49.31024933,49.08772278,48.66506958,46.87191772
771,47.45558929,49.30337524,49.40866089,49.24100494,48.70072556,46.8800621
770,47.43568039,49.25724411,49.31539154,49.15814209,48.73942184,46.98283386
769,47.34508896,49.2430687,49.33828354,49.1047821,48.7156105,46.84579468
768,47.35890198,49.33654022,49.38862991,49.15208435,48.80537796,46.99601364
767,47.4072113,49.30316925,49.40470886,49.11894989,48.78356552,46.9996109
766,47.38204575,49.2503891,49.35660553,49.15095901,48.75684357,46.8500061
765,47.36260605,49.18080139,49.37543869,49.1725502,48.7219162,46.86201096
764,47.28783798,49.3088913,49.32501984,49.18302155,48.77687836,46.95069504
763,47.37433624,49.23031235,49.38063431,49.09727859,48.72467422,46.95786667
762,47.39494705,49.33562088,49.32573318,49.16148758,48.78102112,46.87478256
761,47.32432556,49.24582672,49.39344406,49.13010406,48.67644501,46.90369797
760,47.20864487,49.06835175,49.19952011,49.03574753,48.65527725,46.70225525
759,47.24242401,49.12948608,49.23845673,49.08517075,48.64944077,46.8207283
758,47.1836319,49.05971146,49.19515991,49.07696915,48.59225845,46.7400589
757,47.21584702,49.19324493,49.26690292,49.03889465,48.67564011,46.84560776
756,47.22512436,49.21450806,49.1739006,49.03953552,48.61167145,46.75286484
755,47.21075058,49.10643387,49.27380371,49.0437088,48.56441879,46.80529404
754,47.18096924,49.19871521,49.27364731,49.06587982,48.64926529,46.85063171
753,47.19267654,49.17043304,49.22906876,49.06930161,48.6235199,46.79390335
752,47.19311142,49.09077454,49.19848633,49.00291443,48.5920372,46.76638794
751,47.10858917,49.06466675,49.20993423,49.03982162,48.59839249,46.81071854
750,47.10357666,48.94140244,49.08217239,48.9067955,48.47086334,46.64410782
749,47.05281067,48.94618225,49.09529114,48.94726944,48.44064713,46.67871857
748,47.06670761,49.02540588,49.1023674,48.91179657,48.56859589,46.71651077
747,46.96973038,48.98737335,49.08363342,48.89027023,48.45424271,46.67985916
746,47.03010178,49.00875854,49.00032425,48.86367798,48.47982025,46.63618088
745,46.9548645,48.92904282,48.95144272,48.83150482,48.37978363,46.59347534
744,46.90762329,48.91231155,48.97618103,48.79348755,48.3676796,46.59960938
743,46.87462234,48.8718605,49.00485611,48.76926422,48.40449905,46.60419083
742,46.8633728,48.87088394,48.93513107,48.78900909,48.34651566,46.54800034
741,46.78152466,48.82836151,48.94042206,48.723526,48.34452438,46.43608856
740,46.76081085,48.75883102,48.88022995,48.65701675,48.2759552,46.45930099
739,46.75811386,48.81703568,48.82231522,48.66356659,48.24035645,46.43220901
738,46.6432724,48.71406937,48.82436371,48.57662201,48.2447052,46.41310501
737,46.63020325,48.6767807,48.77130508,48.58019638,48.19647598,46.35886383
736,46.70653152,48.69119263,48.7943573,48.60491562,48.22415924,46.40522385
735,46.64817047,48.71103287,48.84839249,48.64167404,48.23048019,46.39883041
734,46.60726929,48.68392181,48.78135681,48.5666008,48.19710159,46.32706833
733,46.59043503,48.66868973,48.77265167,48.57423782,48.17693329,46.30958939
732,46.61575699,48.7574501,48.82249451,48.59556198,48.14118576,46.35462952
731,46.66791916,48.74665451,48.8587532,48.63825989,48.24277115,46.45106125
730,46.58279419,48.72813797,48.87492371,48.58942413,48.20802307,46.38039017
729,46.52622604,48.72154999,48.80563354,48.55025864,48.22621918,46.36764526
728,46.61608887,48.70114899,48.86243057,48.67901611,48.23111725,46.40616989
727,46.54923248,48.69247818,48.8404274,48.59596634,48.18663025,46.37910843
726,46.56081772,48.69683075,48.83464432,48.59086609,48.1951828,46.36376572
725,46.50120544,48.68525314,48.7782135,48.57307816,48.1436882,46.28284836
724,46.53321075,48.68012619,48.78967667,48.56884003,48.19406891,46.31838226
723,46.42589951,48.58421707,48.75261307,48.50687027,48.12701797,46.25710678
722,46.38434219,48.567276,48.67392349,48.47898102,48.05539703,46.2456665
721,46.38241959,48.55140305,48.70794296,48.44786835,48.08029175,46.23992538
720,46.29610443,48.5076561,48.60944366,48.38743591,48.00344849,46.17023849
719,46.23752213,48.44071198,48.65198898,48.37079239,47.96466064,46.09004593
718,46.18284225,48.44785309,48.589077,48.33439636,47.94948959,46.07556534
717,46.11479568,48.34536362,48.51074982,48.27872467,47.85515976,46.06283569
716,46.08342743,48.31152725,48.43263245,48.22512054,47.79299164,45.97428131
715,46.06191254,48.28013992,48.40517426,48.21928787,47.79891205,45.92567062
714,46.01263046,48.25557327,48.41488647,48.15290451,47.75039291,45.89086914
713,45.90687561,48.20353699,48.31551361,48.10449982,47.72706223,45.85041046
712,45.87601852,48.15531921,48.30049896,48.09972382,47.65441895,45.79716492
711,45.82316589,48.09305191,48.2718544,48.04767227,47.64301682,45.74002457
710,45.7560463,48.06573868,48.22414398,47.97069168,47.582798,45.66530228
709,45.66759109,47.95555878,48.14703369,47.84606552,47.50121689,45.58738327
708,45.58309174,47.92840958,48.1086235,47.85719681,47.46601105,45.54098511
707,45.51727676,47.89637756,48.02431488,47.80251694,47.39651489,45.52079391
706,45.49898529,47.80847931,47.96088028,47.75162506,47.34965515,45.45590973
705,45.39460373,47.72988129,47.91807938,47.72116089,47.26696777,45.39096832
704,45.32230377,47.6871109,47.83695221,47.60382843,47.19869232,45.30596924
703,45.30368042,47.635952,47.78302765,47.55495071,47.16358185,45.23698807
702,45.21686554,47.55256271,47.72486115,47.5359993,47.12145615,45.1993866
701,45.13576508,47.50962067,47.65523529,47.41276932,46.99553299,45.10484695
700,45.09625244,47.42888641,47.62789154,47.34960938,46.97806168,45.04202271
699,45.04137802,47.39817429,47.59949875,47.29927063,46.92541504,45.02441788
698,44.90789795,47.3409462,47.48455429,47.24091339,46.84635544,44.96873093
697,44.87988663,47.27386093,47.40614319,47.2116127,46.80532455,44.89438248
696,44.78092957,47.17343903,47.40868378,47.15650558,46.77302551,44.81496811
695,44.75667953,47.16561127,47.35471344,47.12534332,46.71722794,44.7961731
694,44.6790657,47.1076088,47.26065063,47.06083679,46.66631699,44.70547485
693,44.60905075,47.05102158,47.2355423,46.99798203,46.61581039,44.67746735
692,44.52893448,47.00694275,47.16532516,46.9099617,46.52503967,44.62350845
691,44.48308182,46.97177124,47.10646439,46.88365936,46.48861694,44.5344696
690,44.40325546,46.91920471,47.08743286,46.8664856,46.46577454,44.51534271
689,44.38806915,46.87419128,47.05957794,46.82875443,46.41461945,44.49164581
688,44.35800552,46.83399582,47.05055237,46.76111603,46.3817749,44.45669174
687,44.30392838,46.78363037,46.98240662,46.775383,46.34690094,44.43557739
686,44.23662949,46.74493408,46.95343018,46.68582535,46.27608109,44.37372589
685,44.19709778,46.7167244,46.8979187,46.66597748,46.27174759,44.29576874
684,44.16523361,46.67301559,46.84799194,46.63199997,46.20178223,44.29351425
683,44.11817932,46.66135788,46.85151291,46.62868881,46.22045898,44.27227402
682,44.07557678,46.6164856,46.8340683,46.5687027,46.15562057,44.24734879
681,44.02051544,46.56758881,46.77928543,46.51262283,46.15110397,44.20742798
680,44.03018188,46.57901001,46.76581192,46.52809143,46.14875793,44.21713257
679,43.9992485,46.57315826,46.75981522,46.51578522,46.12670135,44.18981934
678,43.97865677,46.55866623,46.75966644,46.49282455,46.09809113,44.17427444
677,43.95118713,46.55651474,46.7363205,46.47048187,46.10520172,44.1694603
676,43.91815186,46.52708817,46.73796082,46.49447632,46.08950806,44.15324402
675,43.89906311,46.52414703,46.71446228,46.46097183,46.07165146,44.13724518
674,43.87654877,46.47383881,46.70776749,46.45864487,46.04863358,44.11859512
673,43.86916733,46.50206375,46.69543457,46.45294952,46.081604,44.14203262
672,43.89092255,46.48711395,46.69349289,46.45818329,46.06374741,44.15691757
671,43.86502838,46.5537262,46.72973251,46.46800613,46.0736351,44.18052292
670,43.88767242,46.50986099,46.7442894,46.47019958,46.09508133,44.18089294
669,43.89331055,46.53683472,46.73658371,46.4899826,46.11065674,44.18433762
668,43.86925125,46.53961945,46.7586441,46.49755859,46.06663513,44.17819214
667,43.8820343,46.53085327,46.76936722,46.51868057,46.13656998,44.2093277
666,43.87644196,46.56053543,46.79204178,46.53371429,46.1269455,44.21770096
665,43.86262512,46.58366013,46.81474686,46.54467773,46.14596939,44.23591614
664,43.90765381,46.60415649,46.83520126,46.57655334,46.18209076,44.27756119
663,43.90579987,46.63842773,46.86484528,46.60211182,46.19868088,44.29284286
662,43.92883301,46.66815948,46.85518265,46.61376572,46.22064209,44.33025742
661,43.94121933,46.68444061,46.89158249,46.62057877,46.24409866,44.32921219
660,43.97476196,46.7239151,46.92737579,46.70374298,46.31996918,44.39683533
659,44.00310516,46.75740433,46.98677826,46.72679138,46.30706406,44.435215
658,44.02818298,46.79547119,47.01194,46.78655243,46.35128403,44.44755173
657,44.0414238,46.80084229,47.04808426,46.76168442,46.395504,44.48805237
656,44.06230545,46.86700058,47.08795166,46.8391571,46.4271965,44.52465057
655,44.08229446,46.89562607,47.12301636,46.85235214,46.46154022,44.57593155
654,44.12157059,46.95095825,47.16805649,46.91675568,46.50206757,44.61054993
653,44.15885925,46.97337723,47.20463562,46.94780731,46.56279373,44.64595032
652,44.10919952,46.96162796,47.20397949,46.96255875,46.54344177,44.67128372
651,44.22187805,47.07318115,47.28954315,47.02810287,46.6240654,44.72043991
650,44.22274399,47.08255768,47.29737091,47.04898453,46.62355423,44.7590332
649,44.21232224,47.10745621,47.33247375,47.03360367,46.64147949,44.77212906
648,44.25560379,47.13262177,47.37033081,47.1084137,46.70227051,44.83457565
647,44.24343872,47.13040924,47.37559891,47.07558441,46.7240715,44.82598114
646,44.25777054,47.20228577,47.41141891,47.14542007,46.76563263,44.89840317
645,44.30031586,47.24237442,47.45019531,47.19117737,46.79620361,44.93062973
644,44.30461502,47.28181458,47.50054169,47.19990921,46.81418228,44.95380402
643,44.32672119,47.27369308,47.52236176,47.24202728,46.84309006,44.98530579
642,44.34160233,47.29413223,47.53549194,47.26826859,46.87690353,45.03032684
641,44.3325119,47.32132339,47.54043961,47.28864288,46.87277222,45.03072739
640,44.32448196,47.33535767,47.56029129,47.28790665,46.86089325,45.03581238
639,44.32705307,47.32282639,47.58384705,47.30023575,46.90338516,45.04365158
638,44.35975266,47.38075256,47.61989975,47.3492775,46.95753479,45.08654404
637,44.34783936,47.39524841,47.64157486,47.32266617,46.92251205,45.0855484
636,44.31838989,47.4321022,47.67079544,47.36024857,46.94376373,45.0982666
635,44.31954193,47.39030838,47.6469574,47.36762619,46.96609497,45.14323044
634,44.29838181,47.42024994,47.65417862,47.40791321,46.97298431,45.14546204
633,44.32360077,47.42713165,47.68988419,47.43294907,46.99013138,45.14561081
632,44.27044678,47.42579269,47.6636734,47.38109589,46.96373749,45.14471436
631,44.30767822,47.44839478,47.69954681,47.40526581,47.00777054,45.16867065
630,44.27920151,47.456707,47.70789719,47.41160965,46.98939514,45.18455887
629,44.2531395,47.44737625,47.70417023,47.41704941,47.00411606,45.14983368
628,44.24758911,47.45731735,47.69090652,47.40576935,46.968647,45.18286133
627,44.22028732,47.45494461,47.70458603,47.41301727,47.00691223,45.16287231
626,44.25575638,47.48672104,47.72018433,47.42839432,47.01543427,45.18470001
625,44.21699905,47.47901917,47.71982574,47.4400444,47.03046036,45.17650604
624,44.2053566,47.44237518,47.73722076,47.45041656,47.03408432,45.18601608
623,44.17647552,47.47912598,47.74449921,47.43730927,47.04758835,45.20269394
622,44.17132187,47.48026276,47.72509766,47.45695114,47.02346802,45.2072258
621,44.16489792,47.51187515,47.77544022,47.44874954,47.06039429,45.22938538
620,44.13719559,47.47305679,47.73668671,47.44828415,47.05255127,45.22792435
619,44.14089966,47.50744247,47.78264618,47.47742462,47.06803131,45.2587738
618,44.14043808,47.51726532,47.78576279,47.49302292,47.06833267,45.26211929
617,44.11572647,47.50009918,47.77284622,47.47877502,47.08075714,45.25858688
616,44.13392639,47.56653976,47.82211685,47.53650284,47.10360336,45.29566193
615,44.12202454,47.53709412,47.83480453,47.52733612,47.11675644,45.34020615
614,44.10528183,47.58250809,47.85136795,47.54492188,47.14204407,45.32932663
613,44.13497925,47.62546158,47.88600922,47.60011292,47.17271423,45.38448334
612,44.1242218,47.62046814,47.91981506,47.62251282,47.19747162,45.41761017
611,44.14974594,47.68060303,47.96213531,47.66190338,47.25105667,45.43584442
610,44.19340897,47.72092438,48.00421906,47.71048737,47.31562424,45.48028946
609,44.20246887,47.77331543,48.06880188,47.7660141,47.34403992,45.54785156
608,44.23087692,47.80558014,48.08562851,47.78587341,47.38933563,45.61355209
607,44.26993179,47.8943634,48.19409561,47.86637878,47.4473877,45.6695137
606,44.28804016,47.94510269,48.23384476,47.89519501,47.50453568,45.69801331
605,44.34502411,48.02289581,48.30867767,47.99025345,47.57904816,45.78960419
604,44.39302826,48.06639862,48.35910416,48.04629517,47.62334061,45.84467316
603,44.41526413,48.13356018,48.44351959,48.10812378,47.69440079,45.91695786
602,44.45840073,48.2130661,48.51311111,48.16245651,47.75986481,45.9727478
601,44.4810257,48.24058151,48.52338028,48.22395325,47.80189896,46.01292419
600,44.50312805,48.28058243,48.58834839,48.27743912,47.8536911,46.07385254
599,44.53638077,48.37398529,48.64820862,48.32558441,47.92967224,46.13980484
598,44.5695343,48.39358902,48.71764374,48.39661789,47.96007538,46.19415283
597,44.56549454,48.4471817,48.77392578,48.45106506,47.99824524,46.25163269
596,44.60286713,48.48550415,48.79806519,48.48856735,48.04286575,46.28867722
595,44.62379074,48.56043243,48.87286377,48.55920029,48.12095261,46.36226654
594,44.63366699,48.56391144,48.87111664,48.54459,48.1518898,46.35593414
593,44.65855789,48.61118317,48.93123627,48.60000992,48.16759109,46.40363312
592,44.64434052,48.64027023,48.96224594,48.64204407,48.20654678,46.41870117
591,44.62813568,48.6687851,48.99535751,48.65385818,48.22768402,46.4549675
590,44.64247131,48.66811371,49.02672577,48.67046356,48.25082016,46.48152924
589,44.62375259,48.69367599,49.03869629,48.67641449,48.26802444,46.51851654
588,44.63897705,48.77795029,49.06171417,48.74629211,48.303936,46.54136658
587,44.61655045,48.77849579,49.09618759,48.75938416,48.3280983,46.57283401
586,44.61258698,48.78406525,49.10536575,48.76191711,48.31324005,46.60258484
585,44.60823441,48.77908707,49.14137268,48.77341461,48.34896851,46.62044525
584,44.56223679,48.80599213,49.1435051,48.79091263,48.36421585,46.62791824
583,44.59843445,48.84307861,49.18605804,48.83769989,48.418293,46.68624878
582,44.55953979,48.81515503,49.18466568,48.83543015,48.39119339,46.65540314
581,44.54452896,48.84375763,49.18913651,48.88537979,48.44010925,46.70039368
580,44.54227066,48.88459778,49.22383881,48.89922714,48.43671036,46.74575806
579,44.57426071,48.93359375,49.24725342,48.92362213,48.47318649,46.73100281
578,44.51319122,48.91776657,49.29456711,48.94758987,48.48097229,46.76380539
577,44.48445892,48.90718079,49.27893066,48.95475006,48.49726486,46.7740097
576,44.50993347,48.97028351,49.29956436,48.97253799,48.53153229,46.82148361
575,44.50519943,48.97649384,49.32719803,48.97453308,48.57280731,46.83281708
574,44.50700378,48.97581863,49.36009216,49.01656342,48.57737732,46.84099579
573,44.51017761,49.00562286,49.39649582,49.04743576,48.59735107,46.86125946
572,44.47768784,49.02528381,49.36461639,49.04691315,48.60142136,46.87831879
571,44.45150757,49.01337433,49.40966797,49.06746292,48.63848495,46.90349197
570,44.45165253,49.03593826,49.40100479,49.0830307,48.63874817,46.94590378
569,44.44569778,49.04624557,49.45977783,49.10388184,48.68016052,46.96530151
568,44.37310028,49.02275085,49.43620682,49.0867691,48.64332581,46.92692947
567,44.377491,48.99718475,49.43237686,49.11128998,48.6734314,46.95449066
566,44.36461258,49.08198929,49.50450516,49.13341904,48.70616913,46.97290802
565,44.37198639,49.10773849,49.53689575,49.1601944,48.74979401,47.03503036
564,44.34549713,49.06584167,49.52981949,49.18725967,48.73478317,47.0597496
563,44.30567169,49.08980942,49.56243896,49.20266724,48.75231171,47.0652771
562,44.34659195,49.13286209,49.59569168,49.27319717,48.80749893,47.1395607
561,44.32024002,49.14047623,49.60731506,49.26316452,48.83369064,47.14648819
560,44.30464172,49.16023254,49.64101791,49.27131653,48.8169136,47.12356949
559,44.32830048,49.19172668,49.67948914,49.29942322,48.87947845,47.19640732
558,44.30889893,49.18875885,49.70336914,49.3471489,48.88850021,47.20205688
